Precinct_Lon,Precinct_Lat,US_CONG,CO_SEN,CO_HSE,ARAP,COMM,Precinct,PRECINCT,HYPERLINK,created_us,created_da,last_edite,last_edi_1,Voter_Coun,Voter_Co_1,Shape_Leng,Shape_Area,VSPC_Name,Address,City,State,ZIP,VSPC_Lat,VSPC_Lon,Area_Lead,Precinct_Lead,Hand_Counter_1,Hand_Counter_2,Hand_Counter_3,Hand_Counter_4,Hand_Counter_5,Hand_Counter_6,Hand_Counter_7,Hand_Counter_8,Hand_Counter_9,Hand_Counter_10,PRECINCT_STR,Voter_Count,Secondary,VSPC_Rebalanced,Distance_Miles
-105.0317227,39.61742741,6,16,38,3,0,6163803143,143,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_143.pdf,AC,2022/02/02,AC,2025/10/20,1559,2025/10/20,0.04731432496,0.00010978198,Bemis Public Library,6014 S Datura St,Littleton,CO,80120,39.6078848,-105.0038394,,,,,,,,,,,,,143,828,Arapahoe Community College,Bemis Public Library,1.624022420074741
-105.0441725,39.61366311,6,16,38,3,0,6163803144,144,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_144.pdf,AC,2022/02/02,AC,2025/10/20,841,2025/10/20,0.05864685039,0.00013000616,Bemis Public Library,6014 S Datura St,Littleton,CO,80120,39.6078848,-105.0038394,,,,,,,,,,,,,144,827,Arapahoe Community College,Bemis Public Library,2.1836981258289434
-105.0482645,39.60630823,6,16,38,3,0,6163803146,146,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_146.pdf,AC,2022/02/02,AC,2025/10/20,840,2025/10/20,0.04709531094,7.569345e-05,Bemis Public Library,6014 S Datura St,Littleton,CO,80120,39.6078848,-105.0038394,,,,,,,,,,,,,146,849,Arapahoe Community College,Bemis Public Library,2.3673376956568126
-105.0482494,39.59572416,6,16,38,3,0,6163803147,147,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_147.pdf,AC,2022/02/02,AC,2025/10/20,1511,2025/10/20,0.07989356834,0.00019217352,Bemis Public Library,6014 S Datura St,Littleton,CO,80120,39.6078848,-105.0038394,,,,,,,,,,,,,147,917,Arapahoe Community College,Bemis Public Library,2.509072070542748
-105.035446,39.59927743,6,16,38,3,0,6163803149,149,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_149.pdf,AC,2022/02/02,AC,2025/10/20,1499,2025/10/20,0.08469805979,0.00028188075,Bemis Public Library,6014 S Datura St,Littleton,CO,80120,39.6078848,-105.0038394,,,,,,,,,,,,,149,1297,Arapahoe Community College,Bemis Public Library,1.7845729895513474
-105.0315185,39.59172247,6,16,38,3,0,6163803150,150,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_150.pdf,AC,2022/02/02,AC,2025/10/20,1305,2025/10/20,0.1369741485,0.00041588843,Bemis Public Library,6014 S Datura St,Littleton,CO,80120,39.6078848,-105.0038394,,,,,,,,,,,,,150,1327,Arapahoe Community College,Bemis Public Library,1.848900157141168
-105.019753,39.62393839,6,16,38,3,0,6163803151,151,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_151.pdf,AC,2022/02/02,AC,2025/10/20,1021,2025/10/20,0.06026080351,8.240714e-05,Bemis Public Library,6014 S Datura St,Littleton,CO,80120,39.6078848,-105.0038394,,,,,,,,,,,,,151,1048,City of Sheridan Municipal Building,Bemis Public Library,1.3956102620534134
-105.0225322,39.61743294,6,16,38,3,0,6163803152,152,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_152.pdf,AC,2022/02/02,AC,2025/10/20,867,2025/10/20,0.03740690395,6.432149e-05,Bemis Public Library,6014 S Datura St,Littleton,CO,80120,39.6078848,-105.0038394,,,,,,,,,,,,,152,862,Arapahoe Community College,Bemis Public Library,1.1938134848122732
-105.011791,39.61968198,6,16,38,3,0,6163803153,153,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_153.pdf,AC,2022/02/02,AC,2025/10/20,1545,2025/10/20,0.05205267219,0.00014139592,Bemis Public Library,6014 S Datura St,Littleton,CO,80120,39.6078848,-105.0038394,,,,,,,,,,,,,153,1503,Arapahoe Community College,Bemis Public Library,0.9184377912626741
-105.0159485,39.60711669,6,16,38,3,0,6163803154,154,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_154.pdf,AC,2022/02/02,AC,2025/10/20,1200,2025/10/20,0.04498175537,0.00012032021,Bemis Public Library,6014 S Datura St,Littleton,CO,80120,39.6078848,-105.0038394,,,,,,,,,,,,,154,1210,Arapahoe Community College,Bemis Public Library,0.6467671153173175
-105.0091783,39.60523529,6,16,38,3,0,6163803158,158,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_158.pdf,AC,2022/02/02,AC,2025/10/20,944,2025/10/20,0.04196679309,7.469028e-05,Bemis Public Library,6014 S Datura St,Littleton,CO,80120,39.6078848,-105.0038394,,,,,,,,,,,,,158,915,Arapahoe Community College,Bemis Public Library,0.3380574307126504
-105.0045118,39.60780405,6,16,38,3,0,6163803159,159,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_159.pdf,AC,2022/02/02,AC,2025/10/20,885,2025/10/20,0.03116737373,5.125025e-05,Bemis Public Library,6014 S Datura St,Littleton,CO,80120,39.6078848,-105.0038394,,,,,,,,,,,,,159,792,Arapahoe Community College,Bemis Public Library,0.03622494204763361
-104.9977855,39.60862027,6,16,38,3,0,6163803160,160,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_160.pdf,AC,2022/02/02,AC,2025/10/20,934,2025/10/20,0.04293219225,8.719485e-05,Bemis Public Library,6014 S Datura St,Littleton,CO,80120,39.6078848,-105.0038394,,,,,,,,,,,,,160,917,Arapahoe Community College,Bemis Public Library,0.32623687716676153
-105.0025941,39.61656346,6,16,38,3,0,6163803161,161,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_161.pdf,AC,2022/02/02,AC,2025/10/20,819,2025/10/20,0.03330226494,6.009697e-05,Bemis Public Library,6014 S Datura St,Littleton,CO,80120,39.6078848,-105.0038394,,,,,,,,,,,,,161,809,Arapahoe Community College,Bemis Public Library,0.6032897597775367
-104.9973396,39.61956067,6,16,38,3,0,6163803162,162,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_162.pdf,AC,2022/02/02,AC,2025/10/20,934,2025/10/20,0.0333640112,4.482062e-05,Bemis Public Library,6014 S Datura St,Littleton,CO,80120,39.6078848,-105.0038394,,,,,,,,,,,,,162,898,Englewood Civic Center,Bemis Public Library,0.8777783709590211
-104.7642462,39.73272842,6,28,36,3,0,6283603550,550,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_550.pdf,AC,2022/02/02,AC,2025/10/20,88,2025/10/20,0.1508577783,0.00079909124,Central Recreation Center,18150 E Vassar Pl,Aurora,CO,80013,39.6681265,-104.7756897,,,,,,,,,,,,,550,96,Arapahoe County CentrePoint Plaza,Central Recreation Center,4.504824251527453
-104.9363795,39.58421181,6,16,37,3,0,6163703148,148,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_148.pdf,AC,2022/02/02,AC,2025/10/20,1057,2025/10/20,0.03955102282,7.725175e-05,Cherry Creek School District Instructional Support Facility,5416 S Riviera Way,Centennial,CO,80112,39.6194819,-104.7385525,,,,,,,,,,,,,148,607,Southglenn Library,Cherry Creek School District Instructional Support Facility,10.809761979559209
-104.9338765,39.57272255,6,16,37,3,0,6163703157,157,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_157.pdf,AC,2022/02/02,AC,2025/10/20,709,2025/10/20,0.06419553477,0.00017777236,Cherry Creek School District Instructional Support Facility,5416 S Riviera Way,Centennial,CO,80112,39.6194819,-104.7385525,,,,,,,,,,,,,157,741,Southglenn Library,Cherry Creek School District Instructional Support Facility,10.889407404404217
-104.9269528,39.57606796,6,16,37,3,0,6163703181,181,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_181.pdf,AC,2022/02/02,AC,2025/10/20,931,2025/10/20,0.04080836713,7.45037e-05,Cherry Creek School District Instructional Support Facility,5416 S Riviera Way,Centennial,CO,80112,39.6194819,-104.7385525,,,,,,,,,,,,,181,731,Southglenn Library,Cherry Creek School District Instructional Support Facility,10.469167432321804
-104.938994,39.56771444,6,16,37,3,1,6163703199,199,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_199.pdf,AC,2022/02/02,AC,2025/10/20,219,2025/10/20,0.02629839154,1.844073e-05,Cherry Creek School District Instructional Support Facility,5416 S Riviera Way,Centennial,CO,80112,39.6194819,-104.7385525,,,,,,,,,,,,,199,222,Southglenn Library,Cherry Creek School District Instructional Support Facility,11.2553928259475
-104.9275356,39.60594423,6,16,37,3,0,6163703209,209,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_209.pdf,AC,2022/02/02,AC,2025/10/20,1033,2025/10/20,0.03334213525,6.814818e-05,Cherry Creek School District Instructional Support Facility,5416 S Riviera Way,Centennial,CO,80112,39.6194819,-104.7385525,,,,,,,,,,,,,209,991,Southglenn Library,Cherry Creek School District Instructional Support Facility,10.102496448969388
-104.930563,39.59856885,6,16,37,3,0,6163703210,210,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_210.pdf,AC,2022/02/02,AC,2025/10/20,1654,2025/10/20,0.05646856409,0.0001110413,Cherry Creek School District Instructional Support Facility,5416 S Riviera Way,Centennial,CO,80112,39.6194819,-104.7385525,,,,,,,,,,,,,210,1546,Southglenn Library,Cherry Creek School District Instructional Support Facility,10.322421030670151
-104.9368471,39.59151303,6,16,37,3,0,6163703211,211,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_211.pdf,AC,2022/02/02,AC,2025/10/20,949,2025/10/20,0.03234453214,6.417597e-05,Cherry Creek School District Instructional Support Facility,5416 S Riviera Way,Centennial,CO,80112,39.6194819,-104.7385525,,,,,,,,,,,,,211,938,Southglenn Library,Cherry Creek School District Instructional Support Facility,10.731260242417427
-104.9277675,39.59155948,6,16,37,3,0,6163703212,212,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_212.pdf,AC,2022/02/02,AC,2025/10/20,1293,2025/10/20,0.03275970911,6.606519e-05,Cherry Creek School District Instructional Support Facility,5416 S Riviera Way,Centennial,CO,80112,39.6194819,-104.7385525,,,,,,,,,,,,,212,1284,Southglenn Library,Cherry Creek School District Instructional Support Facility,10.255588635419466
-104.9269089,39.58441718,6,16,37,3,0,6163703214,214,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_214.pdf,AC,2022/02/02,AC,2025/10/20,883,2025/10/20,0.03308279851,6.21513e-05,Cherry Creek School District Instructional Support Facility,5416 S Riviera Way,Centennial,CO,80112,39.6194819,-104.7385525,,,,,,,,,,,,,214,876,Southglenn Library,Cherry Creek School District Instructional Support Facility,10.315834979531047
-104.9182942,39.5696492,6,16,37,3,0,6163703217,217,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_217.pdf,AC,2022/02/02,AC,2025/10/20,882,2025/10/20,0.03476737696,6.847049e-05,Cherry Creek School District Instructional Support Facility,5416 S Riviera Way,Centennial,CO,80112,39.6194819,-104.7385525,,,,,,,,,,,,,217,857,Southglenn Library,Cherry Creek School District Instructional Support Facility,10.170268649664443
-104.918346,39.57691257,6,16,37,3,0,6163703219,219,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_219.pdf,AC,2022/02/02,AC,2025/10/20,1173,2025/10/20,0.03297520698,6.669345e-05,Cherry Creek School District Instructional Support Facility,5416 S Riviera Way,Centennial,CO,80112,39.6194819,-104.7385525,,,,,,,,,,,,,219,1166,Southglenn Library,Cherry Creek School District Instructional Support Facility,10.013668673950322
-104.9165258,39.58451049,6,16,37,3,0,6163703221,221,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_221.pdf,AC,2022/02/02,AC,2025/10/20,817,2025/10/20,0.04455260987,0.00010473743,Cherry Creek School District Instructional Support Facility,5416 S Riviera Way,Centennial,CO,80112,39.6194819,-104.7385525,,,,,,,,,,,,,221,822,Southglenn Library,Cherry Creek School District Instructional Support Facility,9.777803291012498
-104.9175076,39.59212579,6,16,37,3,0,6163703223,223,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_223.pdf,AC,2022/02/02,AC,2025/10/20,1108,2025/10/20,0.0386185308,6.666403e-05,Cherry Creek School District Instructional Support Facility,5416 S Riviera Way,Centennial,CO,80112,39.6194819,-104.7385525,,,,,,,,,,,,,223,1060,Southglenn Library,Cherry Creek School District Instructional Support Facility,9.711988027787173
-104.9170055,39.59880307,6,16,37,3,0,6163703225,225,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_225.pdf,AC,2022/02/02,AC,2025/10/20,987,2025/10/20,0.05021520618,8.33092e-05,Cherry Creek School District Instructional Support Facility,5416 S Riviera Way,Centennial,CO,80112,39.6194819,-104.7385525,,,,,,,,,,,,,225,973,Greenwood Village City Hall,Cherry Creek School District Instructional Support Facility,9.605951081896057
-104.9490045,39.56954234,6,16,38,3,1,6163803191,191,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_191.pdf,AC,2022/02/02,AC,2025/10/20,905,2025/10/20,0.03921609549,6.553034e-05,Cherry Creek School District Instructional Support Facility,5416 S Riviera Way,Centennial,CO,80112,39.6194819,-104.7385525,,,,,,,,,,,,,191,888,Southglenn Library,Cherry Creek School District Instructional Support Facility,11.724035147058904
-104.944916,39.57517804,6,16,38,3,0,6163803192,192,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_192.pdf,AC,2022/02/02,AC,2025/10/20,1111,2025/10/20,0.0386348492,7.753687e-05,Cherry Creek School District Instructional Support Facility,5416 S Riviera Way,Centennial,CO,80112,39.6194819,-104.7385525,,,,,,,,,,,,,192,1077,Southglenn Library,Cherry Creek School District Instructional Support Facility,11.405128729486874
-104.8044655,39.63643115,6,27,40,3,0,6274003291,291,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_291.pdf,AC,2022/02/02,AC,2025/10/20,1122,2025/10/20,0.03136386745,4.67849e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.709021,-104.813975,,,,,,,,,,,,,291,0,The Avenue Church,City of Aurora Municipal Center,5.040905184299513
-104.7988796,39.70976934,6,28,42,3,0,6284203544,544,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_544.pdf,AC,2022/02/02,AC,2025/10/20,1474,2025/10/20,0.05380772348,8.102158e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.7335469,-104.7726835,,,,,,,,,,,,,544,1557,Heather Gardens,Beck Recreation Center,2.1533980163842803
-104.8209661,39.6477681,6,29,40,3,0,6294003446,446,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_446.pdf,AC,2022/02/02,AC,2025/10/20,835,2025/10/20,0.06127784139,0.00014240817,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.709021,-104.813975,,,,,,,,,,,,,446,816,Heather Gardens,City of Aurora Municipal Center,4.248462271377026
-104.812455,39.64579531,6,29,40,3,1,6294003447,447,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_447.pdf,AC,2022/02/02,AC,2025/10/20,1664,2025/10/20,0.03853413507,6.823927e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.7335469,-104.7726835,,,,,,,,,,,,,447,1614,Heather Gardens,Beck Recreation Center,6.421214973823545
-104.7868621,39.66308096,6,29,40,3,0,6294003453,453,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_453.pdf,AC,2022/02/02,AC,2025/10/20,943,2025/10/20,0.03506062519,6.251511e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.709021,-104.813975,,,,,,,,,,,,,453,573,The Avenue Church,City of Aurora Municipal Center,3.4861867618562212
-104.800198,39.64078178,6,29,40,3,0,6294003461,461,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_461.pdf,AC,2022/02/02,AC,2025/10/20,1352,2025/10/20,0.03923303043,5.513892e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.709021,-104.813975,,,,,,,,,,,,,461,1325,The Avenue Church,City of Aurora Municipal Center,4.7714582265431025
-104.8068362,39.64648725,6,29,40,3,0,6294003462,462,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_462.pdf,AC,2022/02/02,AC,2025/10/20,1265,2025/10/20,0.04564584423,8.85895e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.709021,-104.813975,,,,,,,,,,,,,462,1215,Heather Gardens,City of Aurora Municipal Center,4.337308550464668
-104.7965752,39.64561901,6,29,40,3,0,6294003463,463,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_463.pdf,AC,2022/02/02,AC,2025/10/20,1480,2025/10/20,0.04954592261,8.943236e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.709021,-104.813975,,,,,,,,,,,,,463,1477,The Avenue Church,City of Aurora Municipal Center,4.477305997021272
-104.7972136,39.65133756,6,29,40,3,0,6294003464,464,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_464.pdf,AC,2022/02/02,AC,2025/10/20,940,2025/10/20,0.03100153072,4.08547e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.709021,-104.813975,,,,,,,,,,,,,464,930,The Avenue Church,City of Aurora Municipal Center,4.083985288998799
-104.8355933,39.66543014,6,29,41,3,0,6294103426,426,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_426.pdf,AC,2022/02/02,AC,2025/10/20,780,2025/10/20,0.02506960931,3.44458e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.709021,-104.813975,,,,,,,,,,,,,426,758,Heather Gardens,City of Aurora Municipal Center,3.223723368820714
-104.8145876,39.69127248,6,29,41,3,0,6294103435,435,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_435.pdf,AC,2022/02/02,AC,2025/10/20,1502,2025/10/20,0.04111286573,9.974242e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.7335469,-104.7726835,,,,,,,,,,,,,435,1478,Heather Gardens,Beck Recreation Center,3.673161651802306
-104.814639,39.68033057,6,29,41,3,0,6294103437,437,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_437.pdf,AC,2022/02/02,AC,2025/10/20,1529,2025/10/20,0.04232517709,0.00010601029,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.7243188,-104.791057,,,,,,,,,,,,,437,1477,Heather Gardens,Pickens Technical College,3.2876697335321476
-104.8244954,39.67500502,6,29,41,3,0,6294103438,438,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_438.pdf,AC,2022/02/02,AC,2025/10/20,1493,2025/10/20,0.04876732026,0.0001298916,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.7243188,-104.791057,,,,,,,,,,,,,438,1502,Heather Gardens,Pickens Technical College,3.8430779431339572
-104.81606,39.67173198,6,29,41,3,0,6294103439,439,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_439.pdf,AC,2022/02/02,AC,2025/10/20,1025,2025/10/20,0.03461819456,6.040893e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.709021,-104.813975,,,,,,,,,,,,,439,1003,Heather Gardens,City of Aurora Municipal Center,2.5788053011170367
-104.8239096,39.66612924,6,29,41,3,0,6294103440,440,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_440.pdf,AC,2022/02/02,AC,2025/10/20,846,2025/10/20,0.02976860458,2.725349e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.709021,-104.813975,,,,,,,,,,,,,440,851,Heather Gardens,City of Aurora Municipal Center,3.0102405815648012
-104.8266926,39.66324883,6,29,41,3,0,6294103441,441,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_441.pdf,AC,2022/02/02,AC,2025/10/20,819,2025/10/20,0.01519407558,1.144554e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.709021,-104.813975,,,,,,,,,,,,,441,846,Heather Gardens,City of Aurora Municipal Center,3.2340349651317317
-104.8343122,39.66145916,6,29,41,3,0,6294103442,442,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_442.pdf,AC,2022/02/02,AC,2025/10/20,764,2025/10/20,0.04297413151,5.546847e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.709021,-104.813975,,,,,,,,,,,,,442,738,Heather Gardens,City of Aurora Municipal Center,3.4595503478239946
-104.8314612,39.65994665,6,29,41,3,0,6294103443,443,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_443.pdf,AC,2022/02/02,AC,2025/10/20,531,2025/10/20,0.02209644752,1.388136e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.709021,-104.813975,,,,,,,,,,,,,443,551,Heather Gardens,City of Aurora Municipal Center,3.515878358074064
-104.8190502,39.66146379,6,29,41,3,0,6294103444,444,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_444.pdf,AC,2022/02/02,AC,2025/10/20,719,2025/10/20,0.08694664033,0.00026200495,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.709021,-104.813975,,,,,,,,,,,,,444,679,Heather Gardens,City of Aurora Municipal Center,3.2969472511635667
-104.8132366,39.65663845,6,29,41,3,0,6294103445,445,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_445.pdf,AC,2022/02/02,AC,2025/10/20,722,2025/10/20,0.02838022481,4.751964e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.709021,-104.813975,,,,,,,,,,,,,445,701,Heather Gardens,City of Aurora Municipal Center,3.6194963524341826
-104.7947645,39.67086261,6,29,41,3,0,6294103451,451,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_451.pdf,AC,2022/02/02,AC,2025/10/20,681,2025/10/20,0.02915170823,4.427783e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.7198806,-104.8033578,,,,,,,,,,,,,451,1264,Mission Viejo Library,Community College of Aurora CentreTech Campus,3.417488808611953
-104.7951657,39.6566799,6,29,41,3,0,6294103465,465,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_465.pdf,AC,2022/02/02,AC,2025/10/20,695,2025/10/20,0.03037896982,5.979407e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.709021,-104.813975,,,,,,,,,,,,,465,712,The Avenue Church,City of Aurora Municipal Center,3.7521733206967274
-104.8048329,39.65642178,6,29,41,3,0,6294103466,466,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_466.pdf,AC,2022/02/02,AC,2025/10/20,990,2025/10/20,0.03601315944,6.99615e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.709021,-104.813975,,,,,,,,,,,,,466,939,Heather Gardens,City of Aurora Municipal Center,3.66662140154219
-104.8049527,39.66305188,6,29,41,3,0,6294103467,467,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_467.pdf,AC,2022/02/02,AC,2025/10/20,991,2025/10/20,0.03386783409,6.730619e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.709021,-104.813975,,,,,,,,,,,,,467,963,Heather Gardens,City of Aurora Municipal Center,3.212182814500714
-104.7962047,39.66420046,6,29,41,3,0,6294103468,468,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_468.pdf,AC,2022/02/02,AC,2025/10/20,943,2025/10/20,0.03552119144,7.227222e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.709021,-104.813975,,,,,,,,,,,,,468,909,Heather Gardens,City of Aurora Municipal Center,3.237734207323614
-104.8025747,39.67111098,6,29,41,3,0,6294103469,469,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_469.pdf,AC,2022/02/02,AC,2025/10/20,756,2025/10/20,0.04469199141,4.996361e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.709021,-104.813975,,,,,,,,,,,,,469,776,Heather Gardens,City of Aurora Municipal Center,2.6885454753714595
-104.8063912,39.67843037,6,29,41,3,0,6294103470,470,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_470.pdf,AC,2022/02/02,AC,2025/10/20,1228,2025/10/20,0.02907390839,5.185497e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.7243188,-104.791057,,,,,,,,,,,,,470,1288,Heather Gardens,Pickens Technical College,3.273694518640595
-104.7970101,39.67780907,6,29,41,3,0,6294103471,471,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_471.pdf,AC,2022/02/02,AC,2025/10/20,1189,2025/10/20,0.04073952644,0.00010107418,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.709021,-104.813975,,,,,,,,,,,,,471,1107,Heather Gardens,City of Aurora Municipal Center,2.3375524524028304
-104.7860446,39.67773106,6,29,41,3,0,6294103472,472,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_472.pdf,AC,2022/02/02,AC,2025/10/20,1200,2025/10/20,0.03859594412,8.381093e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.6681265,-104.7756897,,,,,,,,,,,,,472,1368,Mission Viejo Library,Central Recreation Center,0.8623423743734554
-104.8072653,39.69082988,6,29,41,3,0,6294103537,537,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_537.pdf,AC,2022/02/02,AC,2025/10/20,1182,2025/10/20,0.03384754343,5.619817e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.7198806,-104.8033578,,,,,,,,,,,,,537,1202,Heather Gardens,Community College of Aurora CentreTech Campus,2.0179284813704816
-104.8011342,39.69060933,6,29,41,3,0,6294103538,538,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_538.pdf,AC,2022/02/02,AC,2025/10/20,1243,2025/10/20,0.03898592395,7.338025e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.7198806,-104.8033578,,,,,,,,,,,,,538,1188,Heather Gardens,Community College of Aurora CentreTech Campus,2.0258997220395907
